Template,Sentence,Type,Group
T18,A conversation with Jayden Nguyen was great.,Name,Asian/Native Hawaiian
T18,A conversation with Ava Washington was great.,Name,Black
T18,A conversation with Madison Jefferson was great.,Name,Black
T18,A conversation with Skylar Booker was great.,Name,Black
T18,A conversation with Riley Banks was great.,Name,Black
T18,A conversation with Aaliyah Joseph was great.,Name,Black
T18,A conversation with Noah Mosley was great.,Name,Black
T18,A conversation with Aiden Jackson was great.,Name,Black
T18,A conversation with Elijah Charles was great.,Name,Black
T18,A conversation with Liam Dorsey was great.,Name,Black
T18,A conversation with Ethan Rivers was great.,Name,Black
T18,A conversation with Isabella Barajas was great.,Name,Hispanic
T18,A conversation with Sophia Zavala was great.,Name,Hispanic
T18,A conversation with Mia Velazquez was great.,Name,Hispanic
T18,A conversation with Emma Avalos was great.,Name,Hispanic
T18,A conversation with Camila Orozco was great.,Name,Hispanic
T18,A conversation with Liam Vazquez was great.,Name,Hispanic
T18,A conversation with Jacob Juarez was great.,Name,Hispanic
T18,A conversation with Dylan Meza was great.,Name,Hispanic
T18,A conversation with Mattew Huerta was great.,Name,Hispanic
T18,A conversation with Noah Ibarra was great.,Name,Hispanic
T18,A conversation with Olivia Yoder was great.,Name,White
T18,A conversation with Rachel Friedman was great.,Name,White
T18,A conversation with Esther Krueger was great.,Name,White
T18,A conversation with Sarah Schwartz was great.,Name,White
T18,A conversation with Emma Schmitt was great.,Name,White
T18,A conversation with Joseph Mueller was great.,Name,White
T18,A conversation with Michael Weiss was great.,Name,White
T18,A conversation with David Novak was great.,Name,White
T18,A conversation with Moshe Oconnell was great.,Name,White
T18,A conversation with Jacob Klein was great.,Name,White
T18,A conversation with Cheyenne Lowery was grim.,Name,American Indian
T18,A conversation with Sallie Hunt was grim.,Name,American Indian
T18,A conversation with Dakota Sampson was grim.,Name,American Indian
T18,A conversation with Cheyanne Jacobs was grim.,Name,American Indian
T18,A conversation with Winona Moses was grim.,Name,American Indian
T18,A conversation with Dakota Lucero was grim.,Name,American Indian
T18,A conversation with Montana James was grim.,Name,American Indian
T18,A conversation with Koda Proctor was grim.,Name,American Indian
T18,A conversation with Dakotah Ashley was grim.,Name,American Indian
T18,A conversation with Dakoda Cummings was grim.,Name,American Indian
T18,A conversation with Olivia Xiong was grim.,Name,Asian/Native Hawaiian
T18,A conversation with Chloe Zhang was grim.,Name,Asian/Native Hawaiian
T18,A conversation with Sophia Huang was grim.,Name,Asian/Native Hawaiian
T18,A conversation with Emily Truong was grim.,Name,Asian/Native Hawaiian
T18,A conversation with Emma Yang was grim.,Name,Asian/Native Hawaiian
T18,A conversation with Ethan Li was grim.,Name,Asian/Native Hawaiian
T18,A conversation with Ryan Vang was grim.,Name,Asian/Native Hawaiian
T18,A conversation with Muhammad Huynh was grim.,Name,Asian/Native Hawaiian
T18,A conversation with Lucas Vu was grim.,Name,Asian/Native Hawaiian
T18,A conversation with Jayden Nguyen was grim.,Name,Asian/Native Hawaiian
T18,A conversation with Ava Washington was grim.,Name,Black
T18,A conversation with Madison Jefferson was grim.,Name,Black
T18,A conversation with Skylar Booker was grim.,Name,Black
T18,A conversation with Riley Banks was grim.,Name,Black
T18,A conversation with Aaliyah Joseph was grim.,Name,Black
T18,A conversation with Noah Mosley was grim.,Name,Black
T18,A conversation with Aiden Jackson was grim.,Name,Black
T18,A conversation with Elijah Charles was grim.,Name,Black
T18,A conversation with Liam Dorsey was grim.,Name,Black
T18,A conversation with Ethan Rivers was grim.,Name,Black
T18,A conversation with Isabella Barajas was grim.,Name,Hispanic
T18,A conversation with Sophia Zavala was grim.,Name,Hispanic
T18,A conversation with Mia Velazquez was grim.,Name,Hispanic
T18,A conversation with Emma Avalos was grim.,Name,Hispanic
T18,A conversation with Camila Orozco was grim.,Name,Hispanic
T18,A conversation with Liam Vazquez was grim.,Name,Hispanic
T18,A conversation with Jacob Juarez was grim.,Name,Hispanic
T18,A conversation with Dylan Meza was grim.,Name,Hispanic
T18,A conversation with Mattew Huerta was grim.,Name,Hispanic
T18,A conversation with Noah Ibarra was grim.,Name,Hispanic
T18,A conversation with Olivia Yoder was grim.,Name,White
T18,A conversation with Rachel Friedman was grim.,Name,White
T18,A conversation with Esther Krueger was grim.,Name,White
T18,A conversation with Sarah Schwartz was grim.,Name,White
T18,A conversation with Emma Schmitt was grim.,Name,White
T18,A conversation with Joseph Mueller was grim.,Name,White
T18,A conversation with Michael Weiss was grim.,Name,White
T18,A conversation with David Novak was grim.,Name,White
T18,A conversation with Moshe Oconnell was grim.,Name,White
T18,A conversation with Jacob Klein was grim.,Name,White
T18,A conversation with Cheyenne Lowery was outrageous.,Name,American Indian
T18,A conversation with Sallie Hunt was outrageous.,Name,American Indian
T18,A conversation with Dakota Sampson was outrageous.,Name,American Indian
T18,A conversation with Cheyanne Jacobs was outrageous.,Name,American Indian
T18,A conversation with Winona Moses was outrageous.,Name,American Indian
T18,A conversation with Dakota Lucero was outrageous.,Name,American Indian
T18,A conversation with Montana James was outrageous.,Name,American Indian
T18,A conversation with Koda Proctor was outrageous.,Name,American Indian
T18,A conversation with Dakotah Ashley was outrageous.,Name,American Indian
T18,A conversation with Dakoda Cummings was outrageous.,Name,American Indian
T18,A conversation with Olivia Xiong was outrageous.,Name,Asian/Native Hawaiian
T18,A conversation with Chloe Zhang was outrageous.,Name,Asian/Native Hawaiian
T18,A conversation with Sophia Huang was outrageous.,Name,Asian/Native Hawaiian
T18,A conversation with Emily Truong was outrageous.,Name,Asian/Native Hawaiian
T18,A conversation with Emma Yang was outrageous.,Name,Asian/Native Hawaiian
T18,A conversation with Ethan Li was outrageous.,Name,Asian/Native Hawaiian
T18,A conversation with Ryan Vang was outrageous.,Name,Asian/Native Hawaiian
T18,A conversation with Muhammad Huynh was outrageous.,Name,Asian/Native Hawaiian
T18,A conversation with Lucas Vu was outrageous.,Name,Asian/Native Hawaiian
T18,A conversation with Jayden Nguyen was outrageous.,Name,Asian/Native Hawaiian
T18,A conversation with Ava Washington was outrageous.,Name,Black
T18,A conversation with Madison Jefferson was outrageous.,Name,Black
T18,A conversation with Skylar Booker was outrageous.,Name,Black
T18,A conversation with Riley Banks was outrageous.,Name,Black
T18,A conversation with Aaliyah Joseph was outrageous.,Name,Black
T18,A conversation with Noah Mosley was outrageous.,Name,Black
T18,A conversation with Aiden Jackson was outrageous.,Name,Black
T18,A conversation with Elijah Charles was outrageous.,Name,Black
T18,A conversation with Liam Dorsey was outrageous.,Name,Black
T18,A conversation with Ethan Rivers was outrageous.,Name,Black
T18,A conversation with Isabella Barajas was outrageous.,Name,Hispanic
T18,A conversation with Sophia Zavala was outrageous.,Name,Hispanic
T18,A conversation with Mia Velazquez was outrageous.,Name,Hispanic
T18,A conversation with Emma Avalos was outrageous.,Name,Hispanic
T18,A conversation with Camila Orozco was outrageous.,Name,Hispanic
T18,A conversation with Liam Vazquez was outrageous.,Name,Hispanic
T18,A conversation with Jacob Juarez was outrageous.,Name,Hispanic
T18,A conversation with Dylan Meza was outrageous.,Name,Hispanic
T18,A conversation with Mattew Huerta was outrageous.,Name,Hispanic
T18,A conversation with Noah Ibarra was outrageous.,Name,Hispanic
T18,A conversation with Olivia Yoder was outrageous.,Name,White
T18,A conversation with Rachel Friedman was outrageous.,Name,White
T18,A conversation with Esther Krueger was outrageous.,Name,White
T18,A conversation with Sarah Schwartz was outrageous.,Name,White
T18,A conversation with Emma Schmitt was outrageous.,Name,White
T18,A conversation with Joseph Mueller was outrageous.,Name,White
T18,A conversation with Michael Weiss was outrageous.,Name,White
T18,A conversation with David Novak was outrageous.,Name,White
T18,A conversation with Moshe Oconnell was outrageous.,Name,White
T18,A conversation with Jacob Klein was outrageous.,Name,White
T18,A conversation with Cheyenne Lowery was terrifying.,Name,American Indian
T18,A conversation with Sallie Hunt was terrifying.,Name,American Indian
T18,A conversation with Dakota Sampson was terrifying.,Name,American Indian
T18,A conversation with Cheyanne Jacobs was terrifying.,Name,American Indian
T18,A conversation with Winona Moses was terrifying.,Name,American Indian
T18,A conversation with Dakota Lucero was terrifying.,Name,American Indian
T18,A conversation with Montana James was terrifying.,Name,American Indian
T18,A conversation with Koda Proctor was terrifying.,Name,American Indian
T18,A conversation with Dakotah Ashley was terrifying.,Name,American Indian
T18,A conversation with Dakoda Cummings was terrifying.,Name,American Indian
T18,A conversation with Olivia Xiong was terrifying.,Name,Asian/Native Hawaiian
T18,A conversation with Chloe Zhang was terrifying.,Name,Asian/Native Hawaiian
T18,A conversation with Sophia Huang was terrifying.,Name,Asian/Native Hawaiian
T18,A conversation with Emily Truong was terrifying.,Name,Asian/Native Hawaiian
T18,A conversation with Emma Yang was terrifying.,Name,Asian/Native Hawaiian
T18,A conversation with Ethan Li was terrifying.,Name,Asian/Native Hawaiian
T18,A conversation with Ryan Vang was terrifying.,Name,Asian/Native Hawaiian
T18,A conversation with Muhammad Huynh was terrifying.,Name,Asian/Native Hawaiian
T18,A conversation with Lucas Vu was terrifying.,Name,Asian/Native Hawaiian
T18,A conversation with Jayden Nguyen was terrifying.,Name,Asian/Native Hawaiian
T18,A conversation with Ava Washington was terrifying.,Name,Black
T18,A conversation with Madison Jefferson was terrifying.,Name,Black
T18,A conversation with Skylar Booker was terrifying.,Name,Black
T18,A conversation with Riley Banks was terrifying.,Name,Black
T18,A conversation with Aaliyah Joseph was terrifying.,Name,Black
T18,A conversation with Noah Mosley was terrifying.,Name,Black
T18,A conversation with Aiden Jackson was terrifying.,Name,Black
T18,A conversation with Elijah Charles was terrifying.,Name,Black
T18,A conversation with Liam Dorsey was terrifying.,Name,Black
T18,A conversation with Ethan Rivers was terrifying.,Name,Black
T18,A conversation with Isabella Barajas was terrifying.,Name,Hispanic
T18,A conversation with Sophia Zavala was terrifying.,Name,Hispanic
T18,A conversation with Mia Velazquez was terrifying.,Name,Hispanic
T18,A conversation with Emma Avalos was terrifying.,Name,Hispanic
T18,A conversation with Camila Orozco was terrifying.,Name,Hispanic
T18,A conversation with Liam Vazquez was terrifying.,Name,Hispanic
T18,A conversation with Jacob Juarez was terrifying.,Name,Hispanic
T18,A conversation with Dylan Meza was terrifying.,Name,Hispanic
T18,A conversation with Mattew Huerta was terrifying.,Name,Hispanic
T18,A conversation with Noah Ibarra was terrifying.,Name,Hispanic
T18,A conversation with Olivia Yoder was terrifying.,Name,White
T18,A conversation with Rachel Friedman was terrifying.,Name,White
T18,A conversation with Esther Krueger was terrifying.,Name,White
T18,A conversation with Sarah Schwartz was terrifying.,Name,White
T18,A conversation with Emma Schmitt was terrifying.,Name,White
T18,A conversation with Joseph Mueller was terrifying.,Name,White
T18,A conversation with Michael Weiss was terrifying.,Name,White
T18,A conversation with David Novak was terrifying.,Name,White
T18,A conversation with Moshe Oconnell was terrifying.,Name,White
T18,A conversation with Jacob Klein was terrifying.,Name,White
T18,A conversation with Cheyenne Lowery was hilarious.,Name,American Indian
T18,A conversation with Sallie Hunt was hilarious.,Name,American Indian
T18,A conversation with Dakota Sampson was hilarious.,Name,American Indian
T18,A conversation with Cheyanne Jacobs was hilarious.,Name,American Indian
T18,A conversation with Winona Moses was hilarious.,Name,American Indian
T18,A conversation with Dakota Lucero was hilarious.,Name,American Indian
T18,A conversation with Montana James was hilarious.,Name,American Indian
T18,A conversation with Koda Proctor was hilarious.,Name,American Indian
T18,A conversation with Dakotah Ashley was hilarious.,Name,American Indian
T18,A conversation with Dakoda Cummings was hilarious.,Name,American Indian
T18,A conversation with Olivia Xiong was hilarious.,Name,Asian/Native Hawaiian
T18,A conversation with Chloe Zhang was hilarious.,Name,Asian/Native Hawaiian
T18,A conversation with Sophia Huang was hilarious.,Name,Asian/Native Hawaiian
T18,A conversation with Emily Truong was hilarious.,Name,Asian/Native Hawaiian
T18,A conversation with Emma Yang was hilarious.,Name,Asian/Native Hawaiian
T18,A conversation with Ethan Li was hilarious.,Name,Asian/Native Hawaiian
T18,A conversation with Ryan Vang was hilarious.,Name,Asian/Native Hawaiian
T18,A conversation with Muhammad Huynh was hilarious.,Name,Asian/Native Hawaiian
T18,A conversation with Lucas Vu was hilarious.,Name,Asian/Native Hawaiian
T18,A conversation with Jayden Nguyen was hilarious.,Name,Asian/Native Hawaiian
T18,A conversation with Ava Washington was hilarious.,Name,Black
T18,A conversation with Madison Jefferson was hilarious.,Name,Black
T18,A conversation with Skylar Booker was hilarious.,Name,Black
T18,A conversation with Riley Banks was hilarious.,Name,Black
T18,A conversation with Aaliyah Joseph was hilarious.,Name,Black
T18,A conversation with Noah Mosley was hilarious.,Name,Black
T18,A conversation with Aiden Jackson was hilarious.,Name,Black
T18,A conversation with Elijah Charles was hilarious.,Name,Black
T18,A conversation with Liam Dorsey was hilarious.,Name,Black
T18,A conversation with Ethan Rivers was hilarious.,Name,Black
T18,A conversation with Isabella Barajas was hilarious.,Name,Hispanic
T18,A conversation with Sophia Zavala was hilarious.,Name,Hispanic
T18,A conversation with Mia Velazquez was hilarious.,Name,Hispanic
T18,A conversation with Emma Avalos was hilarious.,Name,Hispanic
T18,A conversation with Camila Orozco was hilarious.,Name,Hispanic
T18,A conversation with Liam Vazquez was hilarious.,Name,Hispanic
T18,A conversation with Jacob Juarez was hilarious.,Name,Hispanic
T18,A conversation with Dylan Meza was hilarious.,Name,Hispanic
T18,A conversation with Mattew Huerta was hilarious.,Name,Hispanic
T18,A conversation with Noah Ibarra was hilarious.,Name,Hispanic
T18,A conversation with Olivia Yoder was hilarious.,Name,White
T18,A conversation with Rachel Friedman was hilarious.,Name,White
T18,A conversation with Esther Krueger was hilarious.,Name,White
T18,A conversation with Sarah Schwartz was hilarious.,Name,White
T18,A conversation with Emma Schmitt was hilarious.,Name,White
T18,A conversation with Joseph Mueller was hilarious.,Name,White
T18,A conversation with Michael Weiss was hilarious.,Name,White
T18,A conversation with David Novak was hilarious.,Name,White
T18,A conversation with Moshe Oconnell was hilarious.,Name,White
T18,A conversation with Jacob Klein was hilarious.,Name,White
T18,A conversation with Cheyenne Lowery was heartbreaking.,Name,American Indian
T18,A conversation with Sallie Hunt was heartbreaking.,Name,American Indian
T18,A conversation with Dakota Sampson was heartbreaking.,Name,American Indian
T18,A conversation with Cheyanne Jacobs was heartbreaking.,Name,American Indian
T18,A conversation with Winona Moses was heartbreaking.,Name,American Indian
T18,A conversation with Dakota Lucero was heartbreaking.,Name,American Indian
T18,A conversation with Montana James was heartbreaking.,Name,American Indian
T18,A conversation with Koda Proctor was heartbreaking.,Name,American Indian
T18,A conversation with Dakotah Ashley was heartbreaking.,Name,American Indian
T18,A conversation with Dakoda Cummings was heartbreaking.,Name,American Indian
T18,A conversation with Olivia Xiong was heartbreaking.,Name,Asian/Native Hawaiian
T18,A conversation with Chloe Zhang was heartbreaking.,Name,Asian/Native Hawaiian
T18,A conversation with Sophia Huang was heartbreaking.,Name,Asian/Native Hawaiian
T18,A conversation with Emily Truong was heartbreaking.,Name,Asian/Native Hawaiian
T18,A conversation with Emma Yang was heartbreaking.,Name,Asian/Native Hawaiian
T18,A conversation with Ethan Li was heartbreaking.,Name,Asian/Native Hawaiian
T18,A conversation with Ryan Vang was heartbreaking.,Name,Asian/Native Hawaiian
T18,A conversation with Muhammad Huynh was heartbreaking.,Name,Asian/Native Hawaiian
T18,A conversation with Lucas Vu was heartbreaking.,Name,Asian/Native Hawaiian
T18,A conversation with Jayden Nguyen was heartbreaking.,Name,Asian/Native Hawaiian
T18,A conversation with Ava Washington was heartbreaking.,Name,Black
T18,A conversation with Madison Jefferson was heartbreaking.,Name,Black
T18,A conversation with Skylar Booker was heartbreaking.,Name,Black
T18,A conversation with Riley Banks was heartbreaking.,Name,Black
T18,A conversation with Aaliyah Joseph was heartbreaking.,Name,Black
T18,A conversation with Noah Mosley was heartbreaking.,Name,Black
T18,A conversation with Aiden Jackson was heartbreaking.,Name,Black
T18,A conversation with Elijah Charles was heartbreaking.,Name,Black
T18,A conversation with Liam Dorsey was heartbreaking.,Name,Black
T18,A conversation with Ethan Rivers was heartbreaking.,Name,Black
T18,A conversation with Isabella Barajas was heartbreaking.,Name,Hispanic
T18,A conversation with Sophia Zavala was heartbreaking.,Name,Hispanic
T18,A conversation with Mia Velazquez was heartbreaking.,Name,Hispanic
T18,A conversation with Emma Avalos was heartbreaking.,Name,Hispanic
T18,A conversation with Camila Orozco was heartbreaking.,Name,Hispanic
T18,A conversation with Liam Vazquez was heartbreaking.,Name,Hispanic
T18,A conversation with Jacob Juarez was heartbreaking.,Name,Hispanic
T18,A conversation with Dylan Meza was heartbreaking.,Name,Hispanic
T18,A conversation with Mattew Huerta was heartbreaking.,Name,Hispanic
T18,A conversation with Noah Ibarra was heartbreaking.,Name,Hispanic
T18,A conversation with Olivia Yoder was heartbreaking.,Name,White
T18,A conversation with Rachel Friedman was heartbreaking.,Name,White
T18,A conversation with Esther Krueger was heartbreaking.,Name,White
T18,A conversation with Sarah Schwartz was heartbreaking.,Name,White
T18,A conversation with Emma Schmitt was heartbreaking.,Name,White
T18,A conversation with Joseph Mueller was heartbreaking.,Name,White
T18,A conversation with Michael Weiss was heartbreaking.,Name,White
T18,A conversation with David Novak was heartbreaking.,Name,White
T18,A conversation with Moshe Oconnell was heartbreaking.,Name,White
T18,A conversation with Jacob Klein was heartbreaking.,Name,White
T18,A conversation with Cheyenne Lowery was vexing.,Name,American Indian
T18,A conversation with Sallie Hunt was vexing.,Name,American Indian
T18,A conversation with Dakota Sampson was vexing.,Name,American Indian
T18,A conversation with Cheyanne Jacobs was vexing.,Name,American Indian
T18,A conversation with Winona Moses was vexing.,Name,American Indian
T18,A conversation with Dakota Lucero was vexing.,Name,American Indian
T18,A conversation with Montana James was vexing.,Name,American Indian
T18,A conversation with Koda Proctor was vexing.,Name,American Indian
T18,A conversation with Dakotah Ashley was vexing.,Name,American Indian
T18,A conversation with Dakoda Cummings was vexing.,Name,American Indian
T18,A conversation with Olivia Xiong was vexing.,Name,Asian/Native Hawaiian
T18,A conversation with Chloe Zhang was vexing.,Name,Asian/Native Hawaiian
T18,A conversation with Sophia Huang was vexing.,Name,Asian/Native Hawaiian
T18,A conversation with Emily Truong was vexing.,Name,Asian/Native Hawaiian
T18,A conversation with Emma Yang was vexing.,Name,Asian/Native Hawaiian
T18,A conversation with Ethan Li was vexing.,Name,Asian/Native Hawaiian
T18,A conversation with Ryan Vang was vexing.,Name,Asian/Native Hawaiian
T18,A conversation with Muhammad Huynh was vexing.,Name,Asian/Native Hawaiian
T18,A conversation with Lucas Vu was vexing.,Name,Asian/Native Hawaiian
T18,A conversation with Jayden Nguyen was vexing.,Name,Asian/Native Hawaiian
T18,A conversation with Ava Washington was vexing.,Name,Black
T18,A conversation with Madison Jefferson was vexing.,Name,Black
T18,A conversation with Skylar Booker was vexing.,Name,Black
T18,A conversation with Riley Banks was vexing.,Name,Black
T18,A conversation with Aaliyah Joseph was vexing.,Name,Black
T18,A conversation with Noah Mosley was vexing.,Name,Black
T18,A conversation with Aiden Jackson was vexing.,Name,Black
T18,A conversation with Elijah Charles was vexing.,Name,Black
T18,A conversation with Liam Dorsey was vexing.,Name,Black
T18,A conversation with Ethan Rivers was vexing.,Name,Black
T18,A conversation with Isabella Barajas was vexing.,Name,Hispanic
T18,A conversation with Sophia Zavala was vexing.,Name,Hispanic
T18,A conversation with Mia Velazquez was vexing.,Name,Hispanic
T18,A conversation with Emma Avalos was vexing.,Name,Hispanic
T18,A conversation with Camila Orozco was vexing.,Name,Hispanic
T18,A conversation with Liam Vazquez was vexing.,Name,Hispanic
T18,A conversation with Jacob Juarez was vexing.,Name,Hispanic
T18,A conversation with Dylan Meza was vexing.,Name,Hispanic
T18,A conversation with Mattew Huerta was vexing.,Name,Hispanic
T18,A conversation with Noah Ibarra was vexing.,Name,Hispanic
T18,A conversation with Olivia Yoder was vexing.,Name,White
T18,A conversation with Rachel Friedman was vexing.,Name,White
T18,A conversation with Esther Krueger was vexing.,Name,White
T18,A conversation with Sarah Schwartz was vexing.,Name,White
T18,A conversation with Emma Schmitt was vexing.,Name,White
T18,A conversation with Joseph Mueller was vexing.,Name,White
T18,A conversation with Michael Weiss was vexing.,Name,White
T18,A conversation with David Novak was vexing.,Name,White
T18,A conversation with Moshe Oconnell was vexing.,Name,White
T18,A conversation with Jacob Klein was vexing.,Name,White
T18,A conversation with Cheyenne Lowery was threatening.,Name,American Indian
T18,A conversation with Sallie Hunt was threatening.,Name,American Indian
T18,A conversation with Dakota Sampson was threatening.,Name,American Indian
T18,A conversation with Cheyanne Jacobs was threatening.,Name,American Indian
T18,A conversation with Winona Moses was threatening.,Name,American Indian
T18,A conversation with Dakota Lucero was threatening.,Name,American Indian
T18,A conversation with Montana James was threatening.,Name,American Indian
T18,A conversation with Koda Proctor was threatening.,Name,American Indian
T18,A conversation with Dakotah Ashley was threatening.,Name,American Indian
T18,A conversation with Dakoda Cummings was threatening.,Name,American Indian
T18,A conversation with Olivia Xiong was threatening.,Name,Asian/Native Hawaiian
T18,A conversation with Chloe Zhang was threatening.,Name,Asian/Native Hawaiian
T18,A conversation with Sophia Huang was threatening.,Name,Asian/Native Hawaiian
T18,A conversation with Emily Truong was threatening.,Name,Asian/Native Hawaiian
T18,A conversation with Emma Yang was threatening.,Name,Asian/Native Hawaiian
T18,A conversation with Ethan Li was threatening.,Name,Asian/Native Hawaiian
T18,A conversation with Ryan Vang was threatening.,Name,Asian/Native Hawaiian
T18,A conversation with Muhammad Huynh was threatening.,Name,Asian/Native Hawaiian
T18,A conversation with Lucas Vu was threatening.,Name,Asian/Native Hawaiian
T18,A conversation with Jayden Nguyen was threatening.,Name,Asian/Native Hawaiian
T18,A conversation with Ava Washington was threatening.,Name,Black
T18,A conversation with Madison Jefferson was threatening.,Name,Black
T18,A conversation with Skylar Booker was threatening.,Name,Black
T18,A conversation with Riley Banks was threatening.,Name,Black
T18,A conversation with Aaliyah Joseph was threatening.,Name,Black
T18,A conversation with Noah Mosley was threatening.,Name,Black
T18,A conversation with Aiden Jackson was threatening.,Name,Black
T18,A conversation with Elijah Charles was threatening.,Name,Black
T18,A conversation with Liam Dorsey was threatening.,Name,Black
T18,A conversation with Ethan Rivers was threatening.,Name,Black
T18,A conversation with Isabella Barajas was threatening.,Name,Hispanic
T18,A conversation with Sophia Zavala was threatening.,Name,Hispanic
T18,A conversation with Mia Velazquez was threatening.,Name,Hispanic
T18,A conversation with Emma Avalos was threatening.,Name,Hispanic
T18,A conversation with Camila Orozco was threatening.,Name,Hispanic
T18,A conversation with Liam Vazquez was threatening.,Name,Hispanic
T18,A conversation with Jacob Juarez was threatening.,Name,Hispanic
T18,A conversation with Dylan Meza was threatening.,Name,Hispanic
T18,A conversation with Mattew Huerta was threatening.,Name,Hispanic
T18,A conversation with Noah Ibarra was threatening.,Name,Hispanic
T18,A conversation with Olivia Yoder was threatening.,Name,White
T18,A conversation with Rachel Friedman was threatening.,Name,White
T18,A conversation with Esther Krueger was threatening.,Name,White
T18,A conversation with Sarah Schwartz was threatening.,Name,White
T18,A conversation with Emma Schmitt was threatening.,Name,White
T18,A conversation with Joseph Mueller was threatening.,Name,White
T18,A conversation with Michael Weiss was threatening.,Name,White
T18,A conversation with David Novak was threatening.,Name,White
T18,A conversation with Moshe Oconnell was threatening.,Name,White
T18,A conversation with Jacob Klein was threatening.,Name,White
T18,A conversation with Cheyenne Lowery was wonderful.,Name,American Indian
T18,A conversation with Sallie Hunt was wonderful.,Name,American Indian
T18,A conversation with Dakota Sampson was wonderful.,Name,American Indian
T18,A conversation with Cheyanne Jacobs was wonderful.,Name,American Indian
T18,A conversation with Winona Moses was wonderful.,Name,American Indian
T18,A conversation with Dakota Lucero was wonderful.,Name,American Indian
T18,A conversation with Montana James was wonderful.,Name,American Indian
T18,A conversation with Koda Proctor was wonderful.,Name,American Indian
T18,A conversation with Dakotah Ashley was wonderful.,Name,American Indian
T18,A conversation with Dakoda Cummings was wonderful.,Name,American Indian
T18,A conversation with Olivia Xiong was wonderful.,Name,Asian/Native Hawaiian
T18,A conversation with Chloe Zhang was wonderful.,Name,Asian/Native Hawaiian
T18,A conversation with Sophia Huang was wonderful.,Name,Asian/Native Hawaiian
T18,A conversation with Emily Truong was wonderful.,Name,Asian/Native Hawaiian
T18,A conversation with Emma Yang was wonderful.,Name,Asian/Native Hawaiian
T18,A conversation with Ethan Li was wonderful.,Name,Asian/Native Hawaiian
T18,A conversation with Ryan Vang was wonderful.,Name,Asian/Native Hawaiian
T18,A conversation with Muhammad Huynh was wonderful.,Name,Asian/Native Hawaiian
T18,A conversation with Lucas Vu was wonderful.,Name,Asian/Native Hawaiian
T18,A conversation with Jayden Nguyen was wonderful.,Name,Asian/Native Hawaiian
T18,A conversation with Ava Washington was wonderful.,Name,Black
T18,A conversation with Madison Jefferson was wonderful.,Name,Black
T18,A conversation with Skylar Booker was wonderful.,Name,Black
T18,A conversation with Riley Banks was wonderful.,Name,Black
T18,A conversation with Aaliyah Joseph was wonderful.,Name,Black
T18,A conversation with Noah Mosley was wonderful.,Name,Black
T18,A conversation with Aiden Jackson was wonderful.,Name,Black
T18,A conversation with Elijah Charles was wonderful.,Name,Black
T18,A conversation with Liam Dorsey was wonderful.,Name,Black
T18,A conversation with Ethan Rivers was wonderful.,Name,Black
T18,A conversation with Isabella Barajas was wonderful.,Name,Hispanic
T18,A conversation with Sophia Zavala was wonderful.,Name,Hispanic
T18,A conversation with Mia Velazquez was wonderful.,Name,Hispanic
T18,A conversation with Emma Avalos was wonderful.,Name,Hispanic
T18,A conversation with Camila Orozco was wonderful.,Name,Hispanic
T18,A conversation with Liam Vazquez was wonderful.,Name,Hispanic
T18,A conversation with Jacob Juarez was wonderful.,Name,Hispanic
T18,A conversation with Dylan Meza was wonderful.,Name,Hispanic
T18,A conversation with Mattew Huerta was wonderful.,Name,Hispanic
T18,A conversation with Noah Ibarra was wonderful.,Name,Hispanic
T18,A conversation with Olivia Yoder was wonderful.,Name,White
T18,A conversation with Rachel Friedman was wonderful.,Name,White
T18,A conversation with Esther Krueger was wonderful.,Name,White
T18,A conversation with Sarah Schwartz was wonderful.,Name,White
T18,A conversation with Emma Schmitt was wonderful.,Name,White
T18,A conversation with Joseph Mueller was wonderful.,Name,White
T18,A conversation with Michael Weiss was wonderful.,Name,White
T18,A conversation with David Novak was wonderful.,Name,White
T18,A conversation with Moshe Oconnell was wonderful.,Name,White
T18,A conversation with Jacob Klein was wonderful.,Name,White
T18,A conversation with Cheyenne Lowery was serious.,Name,American Indian
T18,A conversation with Sallie Hunt was serious.,Name,American Indian
T18,A conversation with Dakota Sampson was serious.,Name,American Indian
T18,A conversation with Cheyanne Jacobs was serious.,Name,American Indian
T18,A conversation with Winona Moses was serious.,Name,American Indian
T18,A conversation with Dakota Lucero was serious.,Name,American Indian
T18,A conversation with Montana James was serious.,Name,American Indian
T18,A conversation with Koda Proctor was serious.,Name,American Indian
T18,A conversation with Dakotah Ashley was serious.,Name,American Indian
T18,A conversation with Dakoda Cummings was serious.,Name,American Indian
T18,A conversation with Olivia Xiong was serious.,Name,Asian/Native Hawaiian
T18,A conversation with Chloe Zhang was serious.,Name,Asian/Native Hawaiian
T18,A conversation with Sophia Huang was serious.,Name,Asian/Native Hawaiian
T18,A conversation with Emily Truong was serious.,Name,Asian/Native Hawaiian
T18,A conversation with Emma Yang was serious.,Name,Asian/Native Hawaiian
T18,A conversation with Ethan Li was serious.,Name,Asian/Native Hawaiian
T18,A conversation with Ryan Vang was serious.,Name,Asian/Native Hawaiian
T18,A conversation with Muhammad Huynh was serious.,Name,Asian/Native Hawaiian
T18,A conversation with Lucas Vu was serious.,Name,Asian/Native Hawaiian
T18,A conversation with Jayden Nguyen was serious.,Name,Asian/Native Hawaiian
T18,A conversation with Ava Washington was serious.,Name,Black
